paciente_id,rut,nombre,apellido,fecha_nacimiento,sexo,comuna,prevision,fecha_registro
242,11.242.736-8,Bastián,Aguilera,1973-12-16,M,Collipulli,NINGUNA,2026-02-28 12:35:34.493333
243,23.846.608-3,Yesenia,Díaz,1948-01-05,F,Cabildo,ISAPRE,2026-02-28 12:35:34.493333
244,19.974.440-2,Jennifer,Alvarado,1954-08-08,F,Cauquenes,NINGUNA,2026-02-28 12:35:34.496666
245,21.481.943-0,Ximena,Rojas,1953-08-15,F,Placilla,FONASA,2026-02-28 12:35:34.500000
246,7.484.774-9,Félix,Segura,1970-10-05,M,Ovalle,FONASA,2026-02-28 12:35:34.500000
247,7.945.768-K,Gabriela,González,1995-02-26,F,Cabrero,NINGUNA,2026-02-28 12:35:34.503333
248,16.657.658-K,Ana,Santos,1988-04-13,F,Negrete,FONASA,2026-02-28 12:35:34.506666
249,15.064.875-0,Catalina,Díaz,1997-12-07,F,Alto del Carmen,FONASA,2026-02-28 12:35:34.510000
250,17.129.664-1,Ricardo,Maldonado,1974-08-15,M,San Fernando,FONASA,2026-02-28 12:35:34.510000
251,11.743.782-5,Luis,Ortiz,1993-11-24,M,San Fernando,FONASA,2026-02-28 12:35:34.513333
252,21.576.625-K,Emilio,Castro,1941-10-15,M,La Unión,ISAPRE,2026-02-28 12:35:34.516666
253,20.683.537-0,Sandra,Vargas,1994-09-09,F,Torres del Paine,NINGUNA,2026-02-28 12:35:34.516666
254,7.892.911-1,Daniel,Gamboa,1944-06-22,M,Padre Hurtado,ISAPRE,2026-02-28 12:35:34.520000
255,21.061.335-8,Camila,Olivares,1975-10-10,F,Collipulli,ISAPRE,2026-02-28 12:35:34.523333
256,24.290.460-5,Silvia,Palacios,1945-01-07,F,Estación Central,FONASA,2026-02-28 12:35:34.526666
257,7.488.565-9,Amalia,Donoso,1970-08-15,F,La Granja,ISAPRE,2026-02-28 12:35:34.530000
258,9.306.194-2,Valentina,Carrasco,1999-09-29,F,Portezuelo,NINGUNA,2026-02-28 12:35:34.530000
259,9.329.627-3,Diego,Araneda,1969-06-09,M,Teno,NINGUNA,2026-02-28 12:35:34.533333
260,9.166.155-1,Leopoldo,Tapia,1975-04-04,M,Lautaro,FONASA,2026-02-28 12:35:34.536666
261,10.524.974-8,Antonella,Sobarzo,1951-01-08,F,Ninhue,ISAPRE,2026-02-28 12:35:34.540000
262,16.610.607-9,Sergio,Peñaloza,2004-06-22,M,Rengo,NINGUNA,2026-02-28 12:35:34.543333
263,7.646.099-K,Amelia,Barraza,1957-01-19,F,Perquenco,FONASA,2026-02-28 12:35:34.546666
264,9.200.018-4,Martina,Aguilera,1982-07-14,F,Río Negro,ISAPRE,2026-02-28 12:35:34.546666
265,21.863.556-3,Jorge,Fierro,1983-08-14,M,Iquique,FONASA,2026-02-28 12:35:34.550000
266,10.744.539-0,Michel,Vargas,1984-10-28,M,Illapel,NINGUNA,2026-02-28 12:35:34.550000
267,23.911.883-6,Fabiola,Cabrera,1942-10-20,F,Lonquimay,FONASA,2026-02-28 12:35:34.550000
268,6.525.444-1,Domingo,Pacheco,2004-07-19,M,Buin,NINGUNA,2026-02-28 12:35:34.553333
269,12.073.555-1,Paulina,Gutiérrez,1992-03-10,F,Independencia,NINGUNA,2026-02-28 12:35:34.556666
270,6.016.226-3,Rosa,Caballero,1973-11-21,F,Lumaco,NINGUNA,2026-02-28 12:35:34.560000
271,15.136.596-5,Verónica,Álvarez,1972-11-11,F,Rauco,FONASA,2026-02-28 12:35:34.560000
272,14.980.224-K,Rosario,Montero,1970-11-11,F,Vilcún,FONASA,2026-02-28 12:35:34.563333
273,10.304.299-2,William,Gómez,1969-11-30,M,Los Ángeles,ISAPRE,2026-02-28 12:35:34.566666
274,20.584.092-3,Yasna,Aranda,1953-11-19,F,Pitrufquén,ISAPRE,2026-02-28 12:35:34.570000
275,15.488.528-5,Bastián,Gutiérrez,1998-08-16,M,San Esteban,NINGUNA,2026-02-28 12:35:34.573333
276,16.588.712-3,Francisca,Morales,1967-02-18,F,Cobquecura,FONASA,2026-02-28 12:35:34.573333
277,22.279.865-5,Yessica,Soto,1978-03-21,F,Natales,FONASA,2026-02-28 12:35:34.576666
278,13.111.376-5,Nancy,Riveros,1971-09-29,F,Quilicura,FONASA,2026-02-28 12:35:34.580000
279,20.085.938-3,Violeta,Fuentealba,1956-11-14,F,Angol,FONASA,2026-02-28 12:35:34.580000
280,6.698.031-6,Luis,Valenzuela,1959-10-01,M,Los Andes,ISAPRE,2026-02-28 12:35:34.583333
281,13.330.568-8,Karen,Inostroza,2005-07-05,F,Quemchi,FONASA,2026-02-28 12:35:34.586666
282,24.383.960-2,Lidia,Zenteno,1989-01-26,F,El Monte,ISAPRE,2026-02-28 12:35:34.590000
283,10.346.644-K,Ignacio,Aguilera,1973-11-27,M,Concón,NINGUNA,2026-02-28 12:35:34.590000
284,21.735.598-2,Silvia,Zapata,1999-10-27,F,Castro,ISAPRE,2026-02-28 12:35:34.593333
285,5.777.667-6,Marcela,Pacheco,1946-02-16,F,Lago Ranco,ISAPRE,2026-02-28 12:35:34.593333
286,13.077.512-8,María,Quinteros,1954-08-22,F,La Ligua,NINGUNA,2026-02-28 12:35:34.596666
287,6.632.696-9,Teresa,Jiménez,1943-06-10,F,Contulmo,ISAPRE,2026-02-28 12:35:34.600000
288,20.790.274-8,Alexandra,Silva,1959-06-12,F,Limache,NINGUNA,2026-02-28 12:35:34.600000
289,8.607.003-0,Samuel,Mellado,1969-04-28,M,Aisén,FONASA,2026-02-28 12:35:34.600000
290,17.273.460-K,Iris,Rojas,1991-12-24,F,Gorbea,ISAPRE,2026-02-28 12:35:34.603333
291,6.518.082-0,Sophia,Hernández,1967-04-05,F,Illapel,FONASA,2026-02-28 12:35:34.603333
292,17.164.279-5,Oscar,Vásquez,1977-08-24,M,Caldera,ISAPRE,2026-02-28 12:35:34.606666
293,17.963.715-4,Héctor,Arancibia,1974-04-25,M,Guaitecas,ISAPRE,2026-02-28 12:35:34.610000
294,8.986.636-7,Blanca,Ortiz,1948-10-02,F,Chimbarongo,FONASA,2026-02-28 12:35:34.613333
295,17.522.458-0,Patricia,Álvarez,1994-02-03,F,Valdivia,ISAPRE,2026-02-28 12:35:34.616666
296,9.840.809-6,Ana,Navarrete,1953-07-18,F,Florida,NINGUNA,2026-02-28 12:35:34.620000
297,21.779.830-2,Jacqueline,Carrasco,1942-09-27,F,Quirihue,FONASA,2026-02-28 12:35:34.620000
298,9.598.177-1,Manuel,García,1988-07-23,M,San Pedro de la Paz,ISAPRE,2026-02-28 12:35:34.623333
299,22.425.914-K,Pascal,Ojeda,1971-02-05,F,Coinco,FONASA,2026-02-28 12:35:34.626666
300,16.004.707-0,Ricardo,Jiménez,2003-05-19,M,Río Hurtado,NINGUNA,2026-02-28 12:35:34.626666
301,10.452.663-2,Mónica,Cifuentes,1966-09-27,F,Carahue,NINGUNA,2026-02-28 12:35:34.630000
302,24.922.093-0,Patricia,Jaramillo,1962-11-21,F,Pencahue,NINGUNA,2026-02-28 12:35:34.630000
303,23.888.603-1,Alejandra,Montenegro,1960-05-26,F,Hualañé,ISAPRE,2026-02-28 12:35:34.633333
304,17.360.037-2,Roberto,Ramírez,1962-07-17,M,San Pedro,NINGUNA,2026-02-28 12:35:34.633333
305,18.976.772-2,Víctor,Carrasco,1979-09-20,M,Panquehue,ISAPRE,2026-02-28 12:35:34.636666
306,20.924.605-8,Cristian,Matamala,1958-01-25,M,Lebu,NINGUNA,2026-02-28 12:35:34.640000
307,6.723.193-7,Fabián,Belmar,1979-09-16,M,Lumaco,ISAPRE,2026-02-28 12:35:34.643333
308,22.590.318-2,Fermín,Plaza,1982-10-21,M,Antofagasta,NINGUNA,2026-02-28 12:35:34.643333
309,9.958.529-3,Marianela,Aros,1995-11-30,F,Cunco,NINGUNA,2026-02-28 12:35:34.646666
310,6.059.330-2,Gregorio,Herrera,1978-12-18,M,Ovalle,NINGUNA,2026-02-28 12:35:34.650000
311,11.401.659-4,Martin,Cisterna,1941-04-15,M,Cholchol,ISAPRE,2026-02-28 12:35:34.653333
312,19.051.935-K,María,Hidalgo,1950-04-21,F,Peñaflor,ISAPRE,2026-02-28 12:35:34.653333
313,18.769.980-0,Ronald,Aguilar,1974-02-23,M,Teno,NINGUNA,2026-02-28 12:35:34.656666
314,7.089.813-6,Makarena,Ramírez,1988-01-11,F,Chillán,FONASA,2026-02-28 12:35:34.656666
315,23.820.237-K,John,Velásquez,1962-02-13,M,San Nicolás,NINGUNA,2026-02-28 12:35:34.660000
316,22.632.087-3,Manuela,Contreras,1965-08-23,F,Camarones,ISAPRE,2026-02-28 12:35:34.660000
317,20.423.748-4,Leonardo,Fernández,2002-01-25,M,Laja,NINGUNA,2026-02-28 12:35:34.663333
318,23.329.887-5,Elizabeth,Muñoz,1964-02-09,F,Yumbel,NINGUNA,2026-02-28 12:35:34.666666
319,21.246.388-4,Sophia,Saavedra,1953-01-30,F,Chillán,FONASA,2026-02-28 12:35:34.670000
320,23.726.280-8,Ana,Contreras,1960-04-24,F,Purranque,FONASA,2026-02-28 12:35:34.670000
321,14.697.369-8,Fernanda,Rojas,1987-12-20,F,Quinchao,FONASA,2026-02-28 12:35:34.673333
322,15.638.122-5,Valentina,Garrido,1972-08-25,F,Puerto Octay,ISAPRE,2026-02-28 12:35:34.773333
323,14.656.609-K,Alejandra,Tapia,1948-04-17,F,Villa Alegre,NINGUNA,2026-02-28 12:35:34.776666
324,18.238.312-0,Isabel,Bravo,1995-09-09,F,Primavera,ISAPRE,2026-02-28 12:35:34.776666
325,14.745.973-4,Álvaro,Molina,1942-11-11,M,Curacautín,ISAPRE,2026-02-28 12:35:34.780000
326,16.622.030-0,Matías,Rodríguez,2002-11-17,M,San Javier,ISAPRE,2026-02-28 12:35:34.780000
327,21.075.232-3,Carmen,Jara,1954-07-24,F,Traiguén,FONASA,2026-02-28 12:35:34.783333
328,23.858.195-8,Matilda,Muñoz,1987-05-17,F,Cauquenes,ISAPRE,2026-02-28 12:35:34.786666
329,8.665.035-5,Valentín,Mella,1981-11-23,M,El Carmen,NINGUNA,2026-02-28 12:35:34.786666
330,13.135.541-6,Camilo,Bascuñán,1943-06-15,M,El Monte,NINGUNA,2026-02-28 12:35:34.790000
331,12.812.698-8,Galvarino,Araya,1943-07-28,M,Ñuñoa,FONASA,2026-02-28 12:35:34.790000
332,16.082.814-5,Angelina,Morales,1988-10-25,F,Sierra Gorda,ISAPRE,2026-02-28 12:35:34.793333
333,9.612.628-K,Luis,Fuentes,1940-05-08,M,Vilcún,NINGUNA,2026-02-28 12:35:34.796666
334,18.653.548-0,Mario,Aravena,1984-06-05,M,San Rafael,ISAPRE,2026-02-28 12:35:34.796666
335,11.692.631-8,María,Baeza,1991-06-10,F,Los Álamos,ISAPRE,2026-02-28 12:35:34.800000
336,14.576.949-3,María,Salinas,1983-12-14,F,Requínoa,FONASA,2026-02-28 12:35:34.800000
337,24.264.718-1,Cristian,García,1955-10-20,M,Ovalle,NINGUNA,2026-02-28 12:35:34.803333
338,10.874.199-6,Javier,Quezada,1968-06-08,M,Los Sauces,FONASA,2026-02-28 12:35:34.806666
339,18.320.927-2,Samuel,Mella,1993-08-14,M,Teodoro Schmidt,ISAPRE,2026-02-28 12:35:34.810000
340,14.712.899-1,Juan,Hernández,1999-08-30,M,Los Álamos,FONASA,2026-02-28 12:35:34.813333
341,15.012.381-K,Marco,Gallardo,1978-08-25,M,Hualqui,NINGUNA,2026-02-28 12:35:34.816666
342,16.242.147-6,Diego,Hermosilla,1959-05-13,M,Quirihue,ISAPRE,2026-02-28 12:35:34.820000
343,9.503.002-5,Ángela,Rubilar,1997-11-30,F,Cisnes,NINGUNA,2026-02-28 12:35:34.820000
344,14.154.893-K,Sofía,Marín,1953-02-13,F,San Pedro,FONASA,2026-02-28 12:35:34.823333
345,10.452.402-8,Fernanda,Aguilar,1989-10-02,F,Quemchi,ISAPRE,2026-02-28 12:35:34.826666
346,11.247.804-3,Darling,Ramírez,1940-12-16,F,Valdivia,NINGUNA,2026-02-28 12:35:34.830000
347,14.899.371-8,Eugenia,Ormeño,1978-08-21,F,Torres del Paine,NINGUNA,2026-02-28 12:35:34.833333
348,10.888.632-3,Juan,Cortés,1981-07-29,M,Purranque,NINGUNA,2026-02-28 12:35:34.836666
349,19.351.339-5,María,Saldaña,1975-01-24,F,Ránquil,ISAPRE,2026-02-28 12:35:34.836666
350,18.449.731-K,Jaime,Barahona,1985-07-17,M,Iquique,FONASA,2026-02-28 12:35:34.836666
351,9.718.151-9,Fabián,Henríquez,1972-06-28,M,Cartagena,ISAPRE,2026-02-28 12:35:34.840000
352,5.229.180-1,Jaime,Delgado,1957-09-29,M,Alto Hospicio,ISAPRE,2026-02-28 12:35:34.843333
353,19.989.956-2,Miguel,Leiva,1991-04-17,M,La Cisterna,ISAPRE,2026-02-28 12:35:34.843333
354,15.131.621-2,Florencia,Bravo,1979-08-21,F,Catemu,NINGUNA,2026-02-28 12:35:34.843333
355,13.776.267-6,Cristian,Zurita,1984-06-25,M,Putre,ISAPRE,2026-02-28 12:35:34.846666
356,7.084.546-6,Rodrigo,Roa,1985-06-10,M,Lanco,FONASA,2026-02-28 12:35:34.850000
357,15.294.712-7,Paula,Lorca,1950-11-13,F,Huasco,ISAPRE,2026-02-28 12:35:34.853333
358,8.939.818-5,Raquel,Alvarado,1983-06-19,F,La Florida,ISAPRE,2026-02-28 12:35:34.853333
359,12.410.470-K,Juanita,Salas,1954-11-29,F,Los Vilos,FONASA,2026-02-28 12:35:34.853333
360,10.140.054-9,María,Ulloa,1970-12-17,F,Lo Espejo,NINGUNA,2026-02-28 12:35:34.856666
361,18.953.463-9,Ana,Cavieres,1987-10-07,F,Las Cabras,NINGUNA,2026-02-28 12:35:34.860000
362,23.036.100-2,Francia,Alarcón,1994-07-29,F,Lautaro,NINGUNA,2026-02-28 12:35:34.863333
363,13.303.561-3,Jorge,Villagrán,1986-04-18,M,Chillán,NINGUNA,2026-02-28 12:35:34.863333
364,22.633.077-1,Marcos,Echeverría,1970-05-26,M,Perquenco,NINGUNA,2026-02-28 12:35:34.870000
365,7.620.692-9,Rosa,Navarro,2002-06-02,F,Concepción,NINGUNA,2026-02-28 12:35:34.870000
366,7.072.256-9,Juan,Cancino,1996-05-25,M,Arica,NINGUNA,2026-02-28 12:35:34.873333
367,24.216.679-5,Pedro,Fuentes,1976-07-08,M,Valdivia,FONASA,2026-02-28 12:35:34.876666
368,16.009.800-7,Paulo,Bravo,1998-02-23,M,Rinconada,NINGUNA,2026-02-28 12:35:34.876666
369,8.900.367-9,Mariela,Arriagada,1986-04-17,F,Talcahuano,FONASA,2026-02-28 12:35:34.880000
370,8.051.495-6,Yolanda,Sánchez,2001-03-03,F,Quinta de Tilcoco,NINGUNA,2026-02-28 12:35:34.880000
371,6.866.827-1,Constanza,Medel,1970-11-09,F,Purranque,FONASA,2026-02-28 12:35:34.883333
372,20.327.613-3,Paulina,Bello,1978-05-17,F,Pemuco,FONASA,2026-02-28 12:35:34.886666
373,15.340.454-2,Josefa,Inostroza,1989-03-21,F,Lanco,FONASA,2026-02-28 12:35:34.890000
374,13.538.167-5,Camila,Quezada,1995-07-24,F,Pelluhue,FONASA,2026-02-28 12:35:34.890000
375,24.404.906-0,Cristian,Vera,1944-12-20,M,Santiago,FONASA,2026-02-28 12:35:34.893333
376,16.560.470-9,Carmen,Arancibia,1987-08-30,F,Valparaíso,FONASA,2026-02-28 12:35:34.896666
377,7.315.898-2,Germán,Silva,2003-07-18,M,Victoria,ISAPRE,2026-02-28 12:35:34.896666
378,14.633.165-3,Bryan,Rubio,1967-10-28,M,Panquehue,FONASA,2026-02-28 12:35:34.900000
379,19.105.006-1,Ramón,Alvarado,1965-06-25,M,Frutillar,ISAPRE,2026-02-28 12:35:34.900000
380,17.666.675-7,Margarita,Fuentes,1965-07-24,F,Taltal,FONASA,2026-02-28 12:35:34.900000
381,16.669.221-0,Joaquín,Espinoza,1948-01-27,M,Chañaral,FONASA,2026-02-28 12:35:34.900000
382,22.745.011-8,Jenny,Díaz,1948-08-31,F,Peñalolén,NINGUNA,2026-02-28 12:35:34.903333
383,5.116.544-6,Felipe,Santander,1991-06-16,M,Coihueco,FONASA,2026-02-28 12:35:34.906666
384,20.535.832-3,Carmen,Vergara,1985-10-30,F,Puyehue,NINGUNA,2026-02-28 12:35:34.906666
385,22.848.730-9,Ana,Espinoza,1965-10-22,F,Santa María,FONASA,2026-02-28 12:35:34.906666
386,20.456.019-6,Julio,Barraza,1963-07-22,M,Paine,FONASA,2026-02-28 12:35:34.910000
387,11.324.354-6,Belén,Mansilla,2003-10-16,F,Retiro,NINGUNA,2026-02-28 12:35:34.913333
388,6.081.033-8,Kevin,Rivas,1995-01-31,M,Ollagüe,NINGUNA,2026-02-28 12:35:34.930000
389,5.524.985-7,Noemí,Orrego,1956-05-17,F,Nueva Imperial,FONASA,2026-02-28 12:35:34.933333
390,8.385.531-2,Marco,Cornejo,1980-06-01,M,Paredones,FONASA,2026-02-28 12:35:34.936666
391,6.633.306-K,María,Fuenzalida,1956-08-26,F,Lago Ranco,NINGUNA,2026-02-28 12:35:34.940000
392,18.497.785-0,Jorge,Cruces,1969-11-14,M,San José de Maipo,FONASA,2026-02-28 12:35:34.940000
393,6.893.947-K,Francisco,Cisternas,1949-07-15,M,San Fernando,NINGUNA,2026-02-28 12:35:34.943333
394,12.857.156-6,María,Vidal,1995-07-07,F,Llaillay,NINGUNA,2026-02-28 12:35:34.946666
395,24.376.839-K,Lidia,Miranda,1980-09-08,F,Concepción,NINGUNA,2026-02-28 12:35:34.950000
396,12.949.180-9,Marisel,Pacheco,1960-07-14,F,La Serena,FONASA,2026-02-28 12:35:34.950000
397,18.876.777-K,José,Espinoza,1960-06-12,M,Traiguén,ISAPRE,2026-02-28 12:35:34.953333
398,23.680.360-0,Said,Vergara,2004-07-18,M,Puerto Montt,NINGUNA,2026-02-28 12:35:34.956666
399,19.334.472-0,Sergio,Fuentealba,1977-10-28,M,Andacollo,ISAPRE,2026-02-28 12:35:34.960000
400,16.556.643-2,Carlo,Riveros,2004-01-28,M,Ancud,NINGUNA,2026-02-28 12:35:34.963333
401,22.598.060-8,Carla,Mena,1961-09-09,F,San Bernardo,NINGUNA,2026-02-28 12:35:34.963333
402,18.698.904-K,Constanza,Alarcón,1950-02-25,F,Peñaflor,ISAPRE,2026-02-28 12:35:34.966666
403,11.169.954-2,Ingrid,Moreno,1991-05-04,F,Santo Domingo,NINGUNA,2026-02-28 12:35:34.970000
404,13.085.550-4,Francia,Vergara,1997-10-18,F,Laja,FONASA,2026-02-28 12:35:34.973333
405,9.843.640-5,María,Chávez,1994-10-31,F,Pinto,ISAPRE,2026-02-28 12:35:34.976666
406,23.870.541-K,Benjamín,Pérez,1968-01-31,M,Andacollo,ISAPRE,2026-02-28 12:35:34.976666
407,18.033.180-8,Luis,Aravena,1956-07-11,M,Machalí,ISAPRE,2026-02-28 12:35:34.976666
408,16.081.787-9,Edmundo,Ramírez,1984-01-03,M,Catemu,FONASA,2026-02-28 12:35:34.980000
409,17.451.294-9,María,Barría,1946-04-17,F,Peralillo,NINGUNA,2026-02-28 12:35:34.980000
410,6.729.282-0,Fabián,Moraga,1958-04-08,M,Río Hurtado,ISAPRE,2026-02-28 12:35:34.983333
411,7.442.236-5,Enrique,Ramírez,1952-10-20,M,Pedro Aguirre Cerda,NINGUNA,2026-02-28 12:35:34.986666
412,21.085.800-8,Gustavo,Garrido,1954-03-19,M,Rinconada,ISAPRE,2026-02-28 12:35:34.986666
413,5.514.513-K,Marcela,Silva,1954-05-31,F,Los Vilos,FONASA,2026-02-28 12:35:34.990000
414,21.069.917-1,Jeison,Morales,2002-03-24,M,Curaco de Vélez,FONASA,2026-02-28 12:35:34.990000
415,18.308.763-0,Luis,Parada,2002-04-10,M,San Ignacio,FONASA,2026-02-28 12:35:34.993333
416,14.497.890-0,Ivonne,Acosta,1965-11-26,F,La Unión,ISAPRE,2026-02-28 12:35:34.993333
417,15.348.934-3,Cecilia,Romero,1957-10-19,F,Nacimiento,ISAPRE,2026-02-28 12:35:34.996666
418,20.636.501-3,Teresa,Godoy,1946-09-16,F,Quilleco,NINGUNA,2026-02-28 12:35:35.000000
419,15.745.245-2,Debora,Lagos,2002-03-21,F,Melipilla,FONASA,2026-02-28 12:35:35.000000
420,15.499.920-5,Solange,Carrasco,1968-03-02,F,Olmué,FONASA,2026-02-28 12:35:35.000000
421,9.896.353-7,Raúl,González,1941-02-07,M,Aisén,ISAPRE,2026-02-28 12:35:35.003333
422,14.905.009-4,María,Abarca,1950-05-16,F,Puerto Montt,FONASA,2026-02-28 12:35:35.006666
423,12.718.144-6,Jessica,Gutiérrez,1965-11-05,F,Pirque,NINGUNA,2026-02-28 12:35:35.010000
424,21.753.777-0,Marcelo,Véliz,1977-06-21,M,Renaico,NINGUNA,2026-02-28 12:35:35.010000
425,13.634.453-6,Paloma,Ortiz,1991-12-12,F,Renca,ISAPRE,2026-02-28 12:35:35.013333
426,20.462.855-6,Valeria,Astudillo,1951-06-13,F,Ñiquén,NINGUNA,2026-02-28 12:35:35.013333
427,10.679.614-9,Javiera,Altamirano,1949-07-10,F,Licantén,NINGUNA,2026-02-28 12:35:35.016666
428,11.175.618-K,Stephanie,Rojas,2002-05-24,F,Ñiquén,NINGUNA,2026-02-28 12:35:35.016666
429,22.580.657-8,Cristopher,Fonseca,1942-04-20,M,Talca,FONASA,2026-02-28 12:35:35.020000
430,5.214.205-9,Joel,Flores,1968-01-24,M,Melipilla,FONASA,2026-02-28 12:35:35.023333
431,7.280.625-5,Martín,Olate,1988-02-14,M,Tomé,FONASA,2026-02-28 12:35:35.026666
432,12.339.014-8,Santino,Neira,1974-06-01,M,Iquique,ISAPRE,2026-02-28 12:35:35.030000
433,7.028.369-7,Raquel,Solís,1982-01-16,F,Laja,NINGUNA,2026-02-28 12:35:35.030000
434,21.369.676-9,Makarena,Fuentes,1941-01-26,F,Yungay,FONASA,2026-02-28 12:35:35.033333
435,5.397.652-2,Rosa,Sepúlveda,1941-02-19,F,Quinchao,NINGUNA,2026-02-28 12:35:35.036666
436,22.976.387-3,Viviana,Cabello,1959-07-05,F,San Clemente,FONASA,2026-02-28 12:35:35.040000
437,11.015.197-7,María,Véliz,1947-04-13,F,Pelluhue,FONASA,2026-02-28 12:35:35.040000
438,13.085.572-5,Matías,Torres,1953-01-22,M,Providencia,NINGUNA,2026-02-28 12:35:35.040000
439,16.893.069-0,María,Olivares,1958-03-11,F,Isla de Maipo,ISAPRE,2026-02-28 12:35:35.043333
440,17.517.533-4,Gonzalo,Rojas,2005-04-12,M,Tucapel,ISAPRE,2026-02-28 12:35:35.043333
441,23.958.327-K,Tania,Romero,1956-07-19,F,Codegua,NINGUNA,2026-02-28 12:35:35.046666
442,15.065.478-5,Raúl,Cid,1986-07-19,M,Isla  de Pascua,FONASA,2026-02-28 12:35:35.050000
443,8.137.356-6,Abraham,Olivares,1967-07-31,M,Vichuquén,ISAPRE,2026-02-28 12:35:35.050000
444,23.545.582-K,Madeleine,Huerta,1972-05-23,F,Victoria,FONASA,2026-02-28 12:35:35.053333
445,10.750.678-0,Manuel,Hidalgo,1945-08-17,M,Huara,ISAPRE,2026-02-28 12:35:35.056666
446,16.115.597-7,Camila,Saavedra,1978-07-04,F,Los Lagos,FONASA,2026-02-28 12:35:35.056666
447,12.709.684-8,Marcelo,Cofré,1954-05-21,M,San Gregorio,NINGUNA,2026-02-28 12:35:35.060000
448,14.096.440-9,Brenda,Gómez,1943-03-03,F,Yerbas Buenas,FONASA,2026-02-28 12:35:35.063333
449,11.018.138-8,Daniel,Rozas,2003-03-15,M,Purranque,ISAPRE,2026-02-28 12:35:35.066666
450,11.951.072-4,Carlos,Abarca,1979-12-12,M,Panquehue,FONASA,2026-02-28 12:35:35.066666
451,7.581.593-K,Catalina,Olave,1960-05-13,F,Pencahue,FONASA,2026-02-28 12:35:35.070000
452,24.015.159-6,Matías,Navarrete,1996-10-18,M,Coelemu,ISAPRE,2026-02-28 12:35:35.070000
453,17.879.741-7,Nancy,Torres,1991-06-02,F,Colina,NINGUNA,2026-02-28 12:35:35.073333
454,7.631.596-5,Juan,Valdivia,1974-01-29,M,Taltal,NINGUNA,2026-02-28 12:35:35.073333
455,6.801.753-K,Fernanda,Dinamarca,1946-08-24,F,San Clemente,ISAPRE,2026-02-28 12:35:35.076666
456,7.550.749-6,Gabriel,Melo,1963-03-06,M,Tirúa,NINGUNA,2026-02-28 12:35:35.080000
457,15.951.383-1,Carolina,Fernández,1942-01-06,F,Calera de Tango,NINGUNA,2026-02-28 12:35:35.080000
458,20.117.955-6,Florencia,Fuentes,1973-05-21,F,Pichilemu,FONASA,2026-02-28 12:35:35.083333
459,23.556.866-7,Susana,Pacheco,2004-01-17,F,Freirina,ISAPRE,2026-02-28 12:35:35.083333
460,11.232.327-9,Mariana,Mendoza,1986-04-02,F,San Rosendo,NINGUNA,2026-02-28 12:35:35.083333
461,7.875.417-6,Josefa,Cortés,1992-07-18,F,Tiltil,NINGUNA,2026-02-28 12:35:35.086666
462,13.269.482-6,María,Beltrán,1988-07-11,F,Primavera,FONASA,2026-02-28 12:35:35.086666
463,13.991.649-2,Luis,Santos,1950-06-30,M,Quilleco,ISAPRE,2026-02-28 12:35:35.090000
464,18.073.544-5,Alonso,Urrutia,1961-07-20,M,Talca,ISAPRE,2026-02-28 12:35:35.090000
465,8.070.916-1,José,Caro,1940-05-09,M,Coihaique,ISAPRE,2026-02-28 12:35:35.093333
466,17.076.827-2,Olga,Arancibia,1991-10-23,F,Curanilahue,ISAPRE,2026-02-28 12:35:35.096666
467,9.446.197-9,Juan,Quinteros,1945-12-09,M,Los Ángeles,FONASA,2026-02-28 12:35:35.100000
468,20.060.694-9,Angélica,Jara,1977-11-25,F,Ovalle,NINGUNA,2026-02-28 12:35:35.100000
469,8.465.935-5,Jessica,Carrasco,1941-10-14,F,Lolol,FONASA,2026-02-28 12:35:35.100000
470,23.596.530-5,Patricia,Vargas,1946-05-02,F,La Cruz,NINGUNA,2026-02-28 12:35:35.103333
471,17.926.439-0,Margarita,Flores,1940-11-02,F,Empedrado,ISAPRE,2026-02-28 12:35:35.106666
472,18.012.393-8,Julia,Ruiz,1993-01-08,F,Valparaíso,FONASA,2026-02-28 12:35:35.110000
473,24.191.807-6,José,Cuevas,1975-06-18,M,Calama,FONASA,2026-02-28 12:35:35.113333
474,10.687.534-0,Alicia,Varas,1949-06-12,F,Copiapó,ISAPRE,2026-02-28 12:35:35.113333
475,14.006.237-5,Gladys,Berríos,1973-07-22,F,Estación Central,FONASA,2026-02-28 12:35:35.116666
476,10.610.549-9,Simón,Valdés,1969-07-30,M,Vallenar,ISAPRE,2026-02-28 12:35:35.116666
477,15.058.016-1,Lía,Moya,1972-12-13,F,Chanco,FONASA,2026-02-28 12:35:35.120000
478,13.445.641-8,Ana,Serrano,2004-04-02,F,Quinchao,FONASA,2026-02-28 12:35:35.123333
479,24.924.836-3,Sofía,López,1981-12-18,F,Mulchén,FONASA,2026-02-28 12:35:35.123333
480,8.589.397-1,Graciela,Leyton,1949-03-21,F,Pitrufquén,ISAPRE,2026-02-28 12:35:35.126666
481,18.277.219-4,Luis,Cuevas,1962-08-10,M,Cañete,NINGUNA,2026-02-28 12:35:35.130000
482,16.057.585-9,Catalina,Alvarado,1969-12-15,F,María Elena,ISAPRE,2026-02-28 12:35:35.130000
483,24.944.516-9,Marianela,Vargas,1949-04-06,F,Ninhue,ISAPRE,2026-02-28 12:35:35.133333
484,11.739.457-3,Isabella,Molina,1972-08-05,F,Rancagua,ISAPRE,2026-02-28 12:35:35.133333
