hospitalizacion_id,rut,nombre_completo,fecha_nacimiento,sexo,comuna,prevision,fecha_ingreso,fecha_egreso,motivo_egreso,medico_responsable,dias_estadia,numero_cama,servicio,tipo_cama,codigo_cie10,diagnostico,categoria_diagnostico,edad_ingreso,grupo_etario
96,5.374.138-K,Margarita Toro,1977-08-31,F,Saavedra,NINGUNA,2025-06-12 13:49:26.011789,2025-06-26 13:49:26.011789,Alta médica,George Pedro Álvarez Valenzuela,14.0,NEU-186,Neurología,Alta Complejidad,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,47,45-59
97,20.807.200-5,Marisa Montoya,1990-02-23,F,Licantén,ISAPRE,2025-08-07 05:31:31.011789,2025-08-22 05:31:31.011789,Alta voluntaria,Jessica Zapata,15.0,MED-436,Medicina Interna,Media,B34.9,"Infección viral, no especificada",Infectológico,35,30-44
98,18.353.664-8,Julián Ahumada,1987-07-26,M,Pemuco,ISAPRE,2025-09-05 01:49:50.011789,2025-09-16 01:49:50.011789,Alta médica,María Carrasco,11.0,TRA-363,Traumatología,Alta Complejidad,N39.0,"Infección urinaria, sitio no especificado",Urológico,38,30-44
99,24.652.374-6,Walter Sandoval,2002-02-09,M,Ñiquén,ISAPRE,2025-10-08 20:43:56.011789,,En curso,Ian José Orellana Cisternas,,MED-106,Medicina Interna,Alta Complejidad,E86.0,Deshidratación,Metabólico,23,15-29
100,9.788.669-5,Daniela Lagos,1958-04-22,F,Molina,NINGUNA,2025-10-23 17:12:29.011789,2025-11-12 17:12:29.011789,Alta médica,Juan Patricio Núñez Letelier,20.0,CAR-115,Cardiología,Media,K92.1,Melena,Digestivo,67,60-74
101,8.084.877-3,Ana Muñoz,1975-06-27,F,Coelemu,ISAPRE,2025-12-28 14:45:36.011789,2026-01-09 14:45:36.011789,Alta médica,Isabel Espinosa,12.0,CAR-285,Cardiología,Media,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,50,45-59
102,9.685.885-K,Tomás Oyarce,1989-05-04,M,Requínoa,NINGUNA,2025-09-24 11:33:34.011789,2025-09-30 11:33:34.011789,Alta voluntaria,Silvia Barraza Mellado,6.0,MED-235,Medicina Interna,Básica,J18.9,"Neumonía, no especificada",Respiratorio,36,30-44
103,5.149.318-4,Martina Roa,1987-12-16,F,Palmilla,FONASA,2026-02-17 04:30:03.011789,2026-03-03 04:30:03.011789,Traslado,Sofía Córdova,14.0,MED-351,Medicina Interna,Alta Complejidad,A09.9,Gastroenteritis infecciosa,Infectológico,38,30-44
104,23.820.237-K,John Velásquez,1962-02-13,M,San Nicolás,NINGUNA,2026-01-22 21:03:20.011789,2026-02-08 21:03:20.011789,Alta médica,Sofía Córdova,17.0,TRA-020,Traumatología,Media,S72.0,Fractura de cuello de fémur,Traumatológico,63,60-74
105,7.478.394-5,José Vargas,1970-01-22,M,Quinchao,ISAPRE,2025-04-30 11:25:50.011789,2025-05-01 11:25:50.011789,Traslado,Jessica Zapata,1.0,MED-349,Medicina Interna,Básica,B34.9,"Infección viral, no especificada",Infectológico,55,45-59
106,13.655.167-1,Dominga Tapia,1972-03-15,F,La Pintana,ISAPRE,2025-12-16 18:18:38.011789,2025-12-29 18:18:38.011789,Alta voluntaria,Juan Patricio Núñez Letelier,13.0,MED-500,Medicina Interna,Básica,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,53,45-59
107,10.439.981-9,Ian Guzmán,1999-02-14,M,Palena,FONASA,2025-03-29 05:17:58.011789,2025-04-12 05:17:58.011789,Alta médica,Carlos Francisco Rodríguez Salinas,14.0,UCI-310,UCI,Básica,G40.9,"Epilepsia, no especificada",Neurológico,26,15-29
108,6.721.694-6,Segundo Bustos,1968-07-20,M,Lo Espejo,ISAPRE,2025-12-11 07:25:46.011789,2025-12-24 07:25:46.011789,Traslado,Mariana Evelyn Castro Saldaña,13.0,NEU-147,Neurología,Media,J44.1,EPOC con exacerbación aguda,Respiratorio,57,45-59
109,22.580.657-8,Cristopher Fonseca,1942-04-20,M,Talca,FONASA,2025-09-15 12:05:35.011789,2025-09-25 12:05:35.011789,Fallecimiento,Jessica Zapata,10.0,MED-074,Medicina Interna,Alta Complejidad,E86.0,Deshidratación,Metabólico,83,75+
110,21.628.728-2,Natalia Miranda,1964-08-06,F,Cabildo,NINGUNA,2025-11-10 07:25:41.011789,2025-11-23 07:25:41.011789,Fallecimiento,Mariana Evelyn Castro Saldaña,13.0,CAR-527,Cardiología,Básica,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,61,60-74
111,20.335.919-5,Carlos Matamala,1996-02-10,M,Quillota,FONASA,2025-10-04 09:27:23.011789,2025-10-14 09:27:23.011789,Traslado,Yuliana Edith Acevedo Urra,10.0,CAR-091,Cardiología,Media,S72.0,Fractura de cuello de fémur,Traumatológico,29,15-29
112,16.135.934-3,Francisco Bustamante,1954-03-22,M,Los Ángeles,NINGUNA,2025-07-23 06:45:33.011789,2025-07-27 06:45:33.011789,Alta voluntaria,Yuliana Edith Acevedo Urra,4.0,UCI-549,UCI,Alta Complejidad,A09.9,Gastroenteritis infecciosa,Infectológico,71,60-74
113,5.390.736-9,Felipe Flores,1983-10-13,M,Peralillo,FONASA,2025-12-25 00:45:05.011789,2026-01-06 00:45:05.011789,Alta voluntaria,George Pedro Álvarez Valenzuela,12.0,CIR-039,Cirugía,Media,J18.9,"Neumonía, no especificada",Respiratorio,42,30-44
114,5.330.958-5,Carolina Andrade,1946-08-31,F,Osorno,ISAPRE,2025-04-25 08:38:15.011789,2025-04-28 08:38:15.011789,Alta médica,David Palacios,3.0,CIR-458,Cirugía,Alta Complejidad,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,78,75+
115,6.999.085-1,Clemente Moreno,2002-01-07,M,Cholchol,ISAPRE,2025-10-16 23:34:12.011789,2025-10-21 23:34:12.011789,Alta voluntaria,Sofía Córdova,5.0,TRA-518,Traumatología,Alta Complejidad,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,23,15-29
116,19.234.107-8,Arnoldo Sánchez,1996-11-12,M,Santa María,FONASA,2025-12-23 13:21:28.011789,2026-01-06 13:21:28.011789,Fallecimiento,George Pedro Álvarez Valenzuela,14.0,CIR-354,Cirugía,Alta Complejidad,B34.9,"Infección viral, no especificada",Infectológico,29,15-29
117,17.367.445-7,Mayra Durán,1947-09-13,F,Temuco,NINGUNA,2025-11-23 02:30:56.011789,2025-12-07 02:30:56.011789,Alta médica,Ignacia María Hernández Araya,14.0,MED-134,Medicina Interna,Media,S72.0,Fractura de cuello de fémur,Traumatológico,78,75+
118,22.629.204-7,Elsa Contreras,1979-02-20,F,Huechuraba,NINGUNA,2025-09-10 15:12:37.011789,2025-09-18 15:12:37.011789,Fallecimiento,Carlos Francisco Rodríguez Salinas,8.0,TRA-569,Traumatología,Alta Complejidad,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,46,45-59
119,10.409.746-4,Camila Herrera,1950-04-24,F,Talagante,NINGUNA,2025-08-12 20:25:22.011789,2025-08-25 20:25:22.011789,Traslado,Silvia Barraza Mellado,13.0,CIR-421,Cirugía,Básica,E86.0,Deshidratación,Metabólico,75,75+
120,21.484.834-1,Lissette Ponce,1964-09-27,F,Los Lagos,ISAPRE,2025-05-16 04:11:31.011789,2025-05-20 04:11:31.011789,Alta médica,Constanza Reyes Toro,4.0,UCI-035,UCI,Alta Complejidad,I10.X,Hipertensión esencial primaria,Cardiovascular,60,60-74
121,20.845.063-8,Mateo Salazar,2000-07-10,M,San Carlos,FONASA,2025-09-05 17:33:50.011789,2025-09-23 17:33:50.011789,Alta voluntaria,Carlos Francisco Rodríguez Salinas,18.0,CAR-045,Cardiología,Básica,J18.9,"Neumonía, no especificada",Respiratorio,25,15-29
122,9.718.151-9,Fabián Henríquez,1972-06-28,M,Cartagena,ISAPRE,2025-08-16 15:33:16.011789,,En curso,Ian José Orellana Cisternas,,MED-511,Medicina Interna,Alta Complejidad,J44.1,EPOC con exacerbación aguda,Respiratorio,53,45-59
123,17.909.859-8,Hugo Ramírez,1986-09-25,M,Alto Del Carmen,NINGUNA,2026-02-08 23:45:13.011789,2026-02-14 23:45:13.011789,Traslado,Ian José Orellana Cisternas,6.0,UCI-195,UCI,Media,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,39,30-44
124,22.942.676-1,Matilda Cárcamo,1982-05-28,F,Ollagüe,FONASA,2025-12-02 23:58:49.011789,2025-12-22 23:58:49.011789,Fallecimiento,George Pedro Álvarez Valenzuela,20.0,TRA-450,Traumatología,Alta Complejidad,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,43,30-44
125,24.394.030-3,Sergio Maldonado,1975-07-23,M,Los Lagos,FONASA,2026-02-23 13:36:02.011789,2026-02-28 13:36:02.011789,Traslado,George Pedro Álvarez Valenzuela,5.0,TRA-528,Traumatología,Básica,A09.9,Gastroenteritis infecciosa,Infectológico,50,45-59
126,10.175.011-6,Jaime Neira,1960-11-16,M,Padre Hurtado,ISAPRE,2025-08-09 04:49:01.011789,2025-08-25 04:49:01.011789,Alta médica,Rodrigo Modesto Acevedo Villagra,16.0,NEU-147,Neurología,Media,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,64,60-74
127,12.606.462-4,Mario Lobos,1948-03-18,M,Porvenir,NINGUNA,2025-11-25 01:33:44.011789,2025-12-10 01:33:44.011789,Fallecimiento,Ian José Orellana Cisternas,15.0,CAR-326,Cardiología,Alta Complejidad,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,77,75+
128,19.405.742-3,Rebeca Alegría,1958-07-05,F,Ollagüe,NINGUNA,2025-04-30 06:50:25.011789,2025-05-18 06:50:25.011789,Traslado,Jessica Zapata,18.0,CAR-081,Cardiología,Básica,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,66,60-74
129,20.014.944-0,Dominique Aravena,1993-06-11,F,Frutillar,FONASA,2025-06-18 21:24:45.011789,2025-07-02 21:24:45.011789,Fallecimiento,Ignacia María Hernández Araya,14.0,TRA-061,Traumatología,Alta Complejidad,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,32,30-44
130,6.372.011-9,Francisco Sepúlveda,1940-01-14,M,Las Condes,FONASA,2025-09-26 15:14:10.011789,2025-10-03 15:14:10.011789,Alta médica,Rodrigo Modesto Acevedo Villagra,7.0,CIR-370,Cirugía,Alta Complejidad,E86.0,Deshidratación,Metabólico,85,75+
131,13.407.432-9,Hilda Medina,1949-12-18,F,San Joaquín,FONASA,2025-06-17 06:14:48.011789,2025-07-06 06:14:48.011789,Alta médica,George Pedro Álvarez Valenzuela,19.0,UCI-184,UCI,Media,K92.1,Melena,Digestivo,75,75+
132,6.952.350-1,Amaro Henríquez,1947-06-09,M,Santa Cruz,NINGUNA,2025-10-10 02:05:33.011789,2025-10-29 02:05:33.011789,Fallecimiento,Silvia Barraza Mellado,19.0,TRA-518,Traumatología,Alta Complejidad,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,78,75+
133,6.923.261-2,Aldo Ramos,1956-02-26,M,Yerbas Buenas,NINGUNA,2025-03-01 13:29:09.011789,2025-03-08 13:29:09.011789,Alta médica,Silvia Barraza Mellado,7.0,CIR-343,Cirugía,Media,G40.9,"Epilepsia, no especificada",Neurológico,69,60-74
134,18.852.034-0,Luis Cabrera,2000-10-07,M,Taltal,ISAPRE,2025-09-01 04:14:17.011789,,En curso,Gladys Carrasco Aguilar,,CAR-449,Cardiología,Media,B34.9,"Infección viral, no especificada",Infectológico,24,15-29
135,18.958.118-1,Ignacio Concha,2004-03-04,M,Yerbas Buenas,ISAPRE,2025-09-15 06:01:52.011789,2025-09-29 06:01:52.011789,Alta voluntaria,María Carrasco,14.0,NEU-097,Neurología,Media,E86.0,Deshidratación,Metabólico,21,15-29
136,19.656.038-6,Juan Aguayo,1964-02-19,M,Bulnes,NINGUNA,2025-10-04 01:31:24.011789,2025-10-17 01:31:24.011789,Alta voluntaria,Constanza Reyes Toro,13.0,NEU-147,Neurología,Media,J44.1,EPOC con exacerbación aguda,Respiratorio,61,60-74
137,15.897.173-9,Rosa Hidalgo,1970-11-05,F,San Esteban,ISAPRE,2025-03-30 21:27:58.011789,,En curso,Gladys Carrasco Aguilar,,CIR-439,Cirugía,Básica,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,54,45-59
138,9.128.715-3,Blanca Caro,1942-08-30,F,Futaleufú,FONASA,2026-01-20 16:48:18.011789,2026-02-04 16:48:18.011789,Alta voluntaria,Ignacia María Hernández Araya,15.0,MED-366,Medicina Interna,Media,E86.0,Deshidratación,Metabólico,83,75+
139,10.662.510-7,Lucía Oyarzo,1943-05-22,F,Quinta Normal,ISAPRE,2026-02-12 22:59:00.011789,2026-02-24 22:59:00.011789,Traslado,Isabel Espinosa,12.0,NEU-437,Neurología,Alta Complejidad,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,82,75+
140,20.335.919-5,Carlos Matamala,1996-02-10,M,Quillota,FONASA,2025-12-08 10:37:31.011789,2025-12-28 10:37:31.011789,Traslado,Pablo Vásquez Sáez,20.0,NEU-488,Neurología,Media,I10.X,Hipertensión esencial primaria,Cardiovascular,29,15-29
141,10.175.011-6,Jaime Neira,1960-11-16,M,Padre Hurtado,ISAPRE,2025-05-15 13:55:01.011789,2025-06-01 13:55:01.011789,Traslado,Carlos Francisco Rodríguez Salinas,17.0,NEU-131,Neurología,Básica,J44.1,EPOC con exacerbación aguda,Respiratorio,64,60-74
142,6.730.153-6,Nélida Espinoza,1947-07-21,F,Viña Del Mar,ISAPRE,2026-02-17 08:06:28.011789,2026-02-26 08:06:28.011789,Alta médica,Jessica Zapata,9.0,MED-514,Medicina Interna,Básica,B34.9,"Infección viral, no especificada",Infectológico,78,75+
143,17.520.665-5,Carolina Trujillo,1966-02-18,F,Pozo Almonte,ISAPRE,2025-11-04 17:25:41.011789,2025-11-06 17:25:41.011789,Fallecimiento,David Palacios,2.0,CAR-308,Cardiología,Alta Complejidad,A09.9,Gastroenteritis infecciosa,Infectológico,59,45-59
144,22.976.387-3,Viviana Cabello,1959-07-05,F,San Clemente,FONASA,2025-10-22 11:20:02.011789,2025-11-07 11:20:02.011789,Traslado,Sofía Córdova,16.0,UCI-329,UCI,Media,E86.0,Deshidratación,Metabólico,66,60-74
145,13.670.359-5,Andrés Urzúa,1993-09-26,M,Paillaco,ISAPRE,2025-07-22 00:53:51.011789,2025-07-27 00:53:51.011789,Traslado,Carlos Francisco Rodríguez Salinas,5.0,CAR-471,Cardiología,Básica,N39.0,"Infección urinaria, sitio no especificado",Urológico,31,30-44
146,12.709.684-8,Marcelo Cofré,1954-05-21,M,San Gregorio,NINGUNA,2025-03-22 06:59:51.011789,2025-03-24 06:59:51.011789,Fallecimiento,Rodrigo Modesto Acevedo Villagra,2.0,UCI-324,UCI,Media,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,70,60-74
147,8.530.829-7,Benjamín Pavez,1962-04-23,M,Coquimbo,NINGUNA,2025-11-09 22:36:56.011789,2025-11-10 22:36:56.011789,Fallecimiento,María Patricia Araya Gatica,1.0,NEU-173,Neurología,Media,I10.X,Hipertensión esencial primaria,Cardiovascular,63,60-74
148,24.191.807-6,José Cuevas,1975-06-18,M,Calama,FONASA,2025-12-05 23:23:00.011789,,En curso,Mariana Evelyn Castro Saldaña,,CAR-081,Cardiología,Básica,K92.1,Melena,Digestivo,50,45-59
149,15.340.454-2,Josefa Inostroza,1989-03-21,F,Lanco,FONASA,2026-01-19 20:40:40.011789,2026-01-21 20:40:40.011789,Alta médica,Jessica Zapata,2.0,UCI-072,UCI,Básica,G40.9,"Epilepsia, no especificada",Neurológico,36,30-44
150,6.773.842-K,Yesenia Venegas,2002-07-01,F,Talcahuano,NINGUNA,2025-04-02 03:14:15.011789,2025-04-04 03:14:15.011789,Fallecimiento,Silvia Barraza Mellado,2.0,MED-049,Medicina Interna,Media,N39.0,"Infección urinaria, sitio no especificado",Urológico,22,15-29
151,17.517.533-4,Gonzalo Rojas,2005-04-12,M,Tucapel,ISAPRE,2025-11-02 06:00:53.011789,2025-11-03 06:00:53.011789,Fallecimiento,Carlos Francisco Rodríguez Salinas,1.0,UCI-423,UCI,Media,K35.9,"Apendicitis aguda, no especificada",Digestivo,20,15-29
152,12.427.309-9,Carlos Sepúlveda,1984-01-20,M,Lampa,FONASA,2025-07-11 03:09:37.011789,2025-07-14 03:09:37.011789,Alta voluntaria,Silvia Barraza Mellado,3.0,CIR-084,Cirugía,Básica,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,41,30-44
153,14.758.561-6,Martina Vásquez,1971-01-10,F,Coronel,NINGUNA,2025-12-08 20:29:41.011789,2025-12-19 20:29:41.011789,Alta médica,Isabel Espinosa,11.0,CAR-048,Cardiología,Básica,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,54,45-59
154,8.730.811-1,Marisel Sandoval,1992-10-25,F,Casablanca,ISAPRE,2025-08-26 07:21:25.011789,2025-09-03 07:21:25.011789,Fallecimiento,Josefa Espinoza Jara,8.0,CIR-593,Cirugía,Media,G40.9,"Epilepsia, no especificada",Neurológico,32,30-44
155,17.605.252-K,Juan Muñoz,1981-01-12,M,Pirque,NINGUNA,2025-03-21 05:42:48.011789,2025-03-31 05:42:48.011789,Traslado,Mariana Evelyn Castro Saldaña,10.0,CIR-274,Cirugía,Básica,J44.1,EPOC con exacerbación aguda,Respiratorio,44,30-44
156,14.980.592-3,Alexis Araneda,2002-07-07,M,Chile Chico,NINGUNA,2025-05-27 06:41:45.011789,2025-06-05 06:41:45.011789,Traslado,Ángela Amanda Moya Sandoval,9.0,NEU-065,Neurología,Alta Complejidad,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,22,15-29
157,19.507.382-1,Gabriel Tapia,1949-12-13,M,Huasco,NINGUNA,2025-06-11 06:19:55.011789,2025-06-23 06:19:55.011789,Fallecimiento,Silvia Barraza Mellado,12.0,UCI-195,UCI,Media,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,75,75+
158,6.174.582-3,Alejandra Rojo,1945-10-04,F,Lo Espejo,FONASA,2025-03-14 18:57:03.011789,,En curso,Ignacia María Hernández Araya,,NEU-545,Neurología,Media,G40.9,"Epilepsia, no especificada",Neurológico,79,75+
159,7.889.693-0,Francisco Ramos,1969-01-07,M,San Ramón,ISAPRE,2025-10-07 09:21:57.011789,2025-10-21 09:21:57.011789,Fallecimiento,George Pedro Álvarez Valenzuela,14.0,NEU-013,Neurología,Básica,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,56,45-59
160,5.104.995-0,Miguel Parada,1983-06-03,M,Negrete,ISAPRE,2025-11-27 05:50:19.011789,,En curso,Constanza Reyes Toro,,MED-498,Medicina Interna,Alta Complejidad,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,42,30-44
161,17.178.359-3,Cecilia Cortés,1945-10-21,F,Canela,NINGUNA,2025-12-25 21:17:12.011789,2026-01-01 21:17:12.011789,Alta voluntaria,Constanza Reyes Toro,7.0,CAR-179,Cardiología,Básica,E86.0,Deshidratación,Metabólico,80,75+
162,22.825.987-K,Constanza Hernández,1959-11-02,F,Treguaco,ISAPRE,2025-11-11 04:41:35.011789,2025-11-27 04:41:35.011789,Traslado,María Patricia Araya Gatica,16.0,NEU-186,Neurología,Alta Complejidad,K35.9,"Apendicitis aguda, no especificada",Digestivo,66,60-74
163,9.270.635-4,Nicole Cabrera,1982-04-02,F,Cañete,NINGUNA,2025-07-25 06:58:13.011789,2025-07-27 06:58:13.011789,Fallecimiento,Pablo Vásquez Sáez,2.0,CIR-018,Cirugía,Básica,K35.9,"Apendicitis aguda, no especificada",Digestivo,43,30-44
164,7.931.883-3,Nicole Delgado,1974-10-29,F,Perquenco,ISAPRE,2025-05-01 04:15:15.011789,2025-05-12 04:15:15.011789,Fallecimiento,Isabel Espinosa,11.0,CAR-580,Cardiología,Media,I10.X,Hipertensión esencial primaria,Cardiovascular,50,45-59
165,10.605.143-7,Martín Hernández,1982-11-12,M,Calama,FONASA,2025-06-27 11:17:17.011789,2025-07-15 11:17:17.011789,Traslado,María Patricia Araya Gatica,18.0,TRA-320,Traumatología,Media,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,42,30-44
166,16.696.359-1,Bárbara Miranda,1974-09-05,F,Los Vilos,NINGUNA,2025-10-10 04:58:38.011789,2025-10-23 04:58:38.011789,Alta voluntaria,Ian José Orellana Cisternas,13.0,MED-383,Medicina Interna,Media,K35.9,"Apendicitis aguda, no especificada",Digestivo,51,45-59
167,11.032.126-0,Alfonso Ruiz,1992-12-28,M,Hualañé,NINGUNA,2025-07-09 17:50:46.011789,2025-07-22 17:50:46.011789,Fallecimiento,Mariana Evelyn Castro Saldaña,13.0,MED-246,Medicina Interna,Alta Complejidad,E86.0,Deshidratación,Metabólico,32,30-44
168,6.402.309-8,Patricia Pacheco,1940-01-25,F,Cochamó,ISAPRE,2025-08-12 22:12:51.011789,2025-08-31 22:12:51.011789,Alta voluntaria,Constanza Reyes Toro,19.0,CAR-164,Cardiología,Alta Complejidad,I10.X,Hipertensión esencial primaria,Cardiovascular,85,75+
169,6.487.658-9,Germán Palma,1963-12-22,M,Yungay,NINGUNA,2025-05-04 03:24:38.011789,,En curso,María Patricia Araya Gatica,,UCI-197,UCI,Básica,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,61,60-74
170,12.509.690-5,Zoila González,2003-05-29,F,Ancud,NINGUNA,2025-12-17 12:20:35.011789,2025-12-28 12:20:35.011789,Alta médica,Isabel Espinosa,11.0,NEU-128,Neurología,Básica,G40.9,"Epilepsia, no especificada",Neurológico,22,15-29
171,8.157.941-5,Ximena Opazo,1970-12-13,F,Pinto,ISAPRE,2025-08-25 16:06:44.011789,2025-09-09 16:06:44.011789,Alta médica,Silvia Barraza Mellado,15.0,CIR-345,Cirugía,Básica,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,54,45-59
172,15.619.060-8,Carolina Pastén,1948-12-24,F,Vitacura,ISAPRE,2025-06-25 12:44:50.011789,2025-07-01 12:44:50.011789,Traslado,María Carrasco,6.0,TRA-315,Traumatología,Alta Complejidad,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,76,75+
173,23.049.042-2,Isidora Cáceres,1995-05-02,F,Llaillay,NINGUNA,2025-04-29 09:15:43.011789,2025-05-11 09:15:43.011789,Alta médica,Carlos Francisco Rodríguez Salinas,12.0,CIR-417,Cirugía,Alta Complejidad,K35.9,"Apendicitis aguda, no especificada",Digestivo,30,30-44
174,22.948.624-1,Tomás Gatica,1998-12-30,M,Cholchol,FONASA,2025-08-30 08:46:22.011789,2025-09-12 08:46:22.011789,Traslado,María Carrasco,13.0,NEU-502,Neurología,Alta Complejidad,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,26,15-29
175,20.442.862-K,Tomás Bugueño,1996-07-12,M,Cochrane,NINGUNA,2025-12-21 20:47:29.011789,,En curso,Gladys Carrasco Aguilar,,CIR-216,Cirugía,Básica,J44.1,EPOC con exacerbación aguda,Respiratorio,29,15-29
176,6.499.314-3,Luisa Espinoza,1995-02-18,F,Talagante,NINGUNA,2025-08-02 19:46:38.011789,2025-08-12 19:46:38.011789,Alta voluntaria,Isabel Espinosa,10.0,NEU-596,Neurología,Básica,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,30,30-44
177,16.110.244-K,Anahí Flores,2002-08-19,F,San Pedro De Atacama,FONASA,2025-09-06 03:57:55.011789,2025-09-25 03:57:55.011789,Alta médica,Isabel Espinosa,19.0,CIR-499,Cirugía,Básica,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,23,15-29
178,12.073.555-1,Paulina Gutiérrez,1992-03-10,F,Independencia,NINGUNA,2025-07-19 05:17:27.011789,2025-07-20 05:17:27.011789,Alta voluntaria,David Palacios,1.0,MED-238,Medicina Interna,Alta Complejidad,G40.9,"Epilepsia, no especificada",Neurológico,33,30-44
179,12.586.497-K,Paola Navarro,1972-01-12,F,Chillán Viejo,ISAPRE,2025-05-12 12:36:18.011789,2025-05-22 12:36:18.011789,Alta voluntaria,Silvia Barraza Mellado,10.0,NEU-286,Neurología,Media,K92.1,Melena,Digestivo,53,45-59
180,8.607.003-0,Samuel Mellado,1969-04-28,M,Aisén,FONASA,2025-08-12 20:30:34.011789,2025-08-22 20:30:34.011789,Alta voluntaria,Jessica Zapata,10.0,TRA-563,Traumatología,Media,B34.9,"Infección viral, no especificada",Infectológico,56,45-59
181,22.745.011-8,Jenny Díaz,1948-08-31,F,Peñalolén,NINGUNA,2025-08-11 07:27:54.011789,2025-08-24 07:27:54.011789,Alta médica,Carlos Francisco Rodríguez Salinas,13.0,CAR-471,Cardiología,Básica,K35.9,"Apendicitis aguda, no especificada",Digestivo,76,75+
